timestamp,trial_id,class_label,class_name,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,event
0.276,1,0,Left_Hand,-3.2256,6.08174,11.97826,-1.62842,-1.5493,-0.58944,1.73635,1.88158,-3.92731,1.79599,5.06731,-1.37476,3.24218,-6.58781,2.12182,-5.10241,0
0.28,1,0,Left_Hand,1.80698,1.58215,1.7723,3.49089,-2.97597,0.06828,1.78497,-2.12742,-5.04806,-1.61467,-6.46265,4.1111,-0.34611,6.98475,6.63546,1.1219,0
0.284,1,0,Left_Hand,7.69018,2.89029,-7.05807,1.92244,1.09623,2.23414,1.50645,-2.79439,-7.40916,-10.86336,0.12824,3.20631,-5.45095,-3.2827,-0.49783,7.09199,0
0.288,1,0,Left_Hand,-0.17913,-4.66049,-3.55516,1.5947,-0.06752,-5.76348,3.66221,4.88656,-9.30252,-1.28371,8.79788,-0.17247,0.68961,3.84782,0.22713,3.57097,0
0.292,1,0,Left_Hand,7.82322,0.66613,-0.97355,0.25846,4.46056,-6.63004,8.12605,-8.15577,1.58084,0.48045,4.22588,6.2444,6.11649,1.29517,-1.25381,-5.56451,0
0.296,1,0,Left_Hand,-13.09873,1.83529,6.99482,0.84052,-0.85211,4.48545,-14.4233,-2.4334,-4.02254,2.22308,7.38526,2.40625,6.35858,-2.72533,4.17717,7.21312,0
0.3,1,0,Left_Hand,4.10951,7.45676,5.26758,-5.84608,-8.57606,4.54741,-6.33155,-6.51901,-2.1376,-4.39703,-0.98192,-5.40424,8.76331,4.6974,1.23981,7.20039,0
0.304,1,0,Left_Hand,0.43524,-11.13584,0.14347,4.13374,-7.28384,7.36902,5.36683,1.69935,4.63668,-2.22211,9.88024,11.77118,6.50427,3.64324,-2.38083,1.35477,0
0.308,1,0,Left_Hand,-1.49504,10.13456,4.92418,-2.00674,0.54861,2.58906,6.85277,0.4706,-8.55425,-1.70907,-2.12146,0.35642,3.20257,4.7168,2.09203,0.84702,0
0.312,1,0,Left_Hand,0.4588,3.81673,3.59764,6.85285,4.8388,-6.34443,-11.2067,-3.37723,-1.14503,-2.46096,-2.32857,-0.16303,-2.0867,-5.85797,-0.76094,3.89305,0
0.316,1,0,Left_Hand,-9.93784,2.07336,11.6132,-0.12657,-8.10822,6.56636,0.18958,-1.0139,-0.4772,3.0791,7.12715,2.65807,-5.73604,5.77301,2.38028,3.4299,0
0.32,1,0,Left_Hand,-1.09836,0.24183,4.33794,-0.98301,2.37872,5.65242,8.6464,7.86482,5.71758,3.13281,1.5662,-7.76974,7.67883,-0.65207,-8.96105,-9.25103,0
0.324,1,0,Left_Hand,1.78556,-1.32584,-0.73147,8.39991,7.40558,3.15116,-3.0236,-2.5646,0.82477,-1.53373,4.00412,0.66984,1.46805,-2.86826,-8.85308,-4.17199,0
0.328,1,0,Left_Hand,7.38947,-6.76461,-2.88806,6.27141,6.11956,5.43779,-7.24474,-10.13069,-1.84243,-0.33231,0.59965,-3.48553,-2.44695,-2.47538,8.11631,0.61867,0
0.332,1,0,Left_Hand,-2.59135,-1.04552,6.85285,1.11915,3.83753,13.55837,9.03704,0.12851,0.72207,1.9855,3.69227,3.55792,2.34097,-5.47411,-6.05387,-0.73594,0
0.336,1,0,Left_Hand,-4.04247,1.91944,8.69156,-1.14185,4.74795,-0.1733,-3.21179,-2.49667,3.71987,2.4392,-3.22287,-2.19928,-4.47297,-6.63938,-2.22341,5.58898,0
0.34,1,0,Left_Hand,-2.50879,-0.8922,-12.65041,9.2614,-5.54085,-7.22837,-2.84559,-9.36342,-2.43638,-0.09295,1.95465,-2.1942,-1.32434,2.35152,-5.1554,7.701,0
0.344,1,0,Left_Hand,4.57701,2.08406,1.81109,1.07402,-3.3923,-2.44682,3.09269,1.51167,3.52451,-4.21336,3.60963,-9.25397,6.94675,-5.86391,4.7904,0.8229,0
0.348,1,0,Left_Hand,1.64376,1.19782,7.63585,-6.10339,-4.27552,0.04831,-1.13492,-8.27843,-3.41077,9.22364,-2.61383,3.59507,-3.05775,-3.83432,-8.17088,9.01095,0
0.352,1,0,Left_Hand,-2.6488,-6.23552,-1.55196,-3.71846,-3.47009,5.18832,3.34235,-2.11798,-0.54027,-3.29418,-4.64749,9.97686,-4.32569,-2.83415,-5.39382,-1.40446,0
0.356,1,0,Left_Hand,2.56634,-4.62072,-1.74615,1.36073,-8.69424,-8.8386,0.42353,-9.16617,0.28883,2.69261,6.73819,4.72574,2.97941,-7.46047,-1.14026,1.64333,0
0.36,1,0,Left_Hand,0.48539,0.81889,-1.88393,0.83743,1.77823,7.46589,7.01982,-1.55371,3.26067,0.22135,1.32184,-9.2483,-4.9554,3.99013,-2.45587,-6.3836,0
0.364,1,0,Left_Hand,4.84322,-8.49054,-0.20334,-1.4968,-3.66237,4.81438,-0.19074,6.36009,-4.36209,-5.70127,-6.53328,-4.74661,-7.88506,-2.49426,0.85449,5.39904,0
0.368,1,0,Left_Hand,-3.51027,6.37605,2.99074,-5.32041,-8.32153,1.25205,-5.97404,-5.51893,-6.95909,7.82879,10.5886,-0.25015,4.23066,5.82577,2.51355,-8.24985,0
0.372,1,0,Left_Hand,-1.63831,3.98032,-1.52006,-7.10328,-7.45083,-3.45955,5.17387,-5.80839,0.29309,-0.54924,-5.61017,-1.52887,-2.17703,-0.18478,4.29636,1.55698,0
0.376,1,0,Left_Hand,-1.96054,-2.0489,-7.75227,1.68207,3.45296,1.6724,-1.62555,-4.84238,0.24374,-3.74674,-2.68948,-1.05552,-1.70439,-0.514,-9.99411,2.22862,0
0.38,1,0,Left_Hand,-7.31757,-2.97058,-6.47026,5.10993,-4.1089,-8.38836,-6.78389,-2.21049,-2.86219,-5.95244,-5.86195,-9.20246,-1.95613,3.51372,9.96777,2.68654,0
0.384,1,0,Left_Hand,1.4806,-1.33687,2.79842,-1.60061,-1.07174,-4.22001,1.99591,-3.36413,3.90203,3.27642,6.22727,-6.02201,-3.51071,-6.87147,1.09796,-0.85784,0
0.388,1,0,Left_Hand,1.30528,-0.40572,1.13504,0.45065,-7.83236,-8.9088,-2.57494,1.00729,0.94396,1.57809,1.13664,-0.22169,-9.5413,7.47963,0.26574,-3.35177,0
0.392,1,0,Left_Hand,0.02557,-3.7343,-4.76154,-0.78597,-3.10916,-9.16114,-8.53747,-1.68919,-3.82748,3.79045,8.3776,-3.54708,2.13846,2.14651,1.1852,5.84027,0
0.396,1,0,Left_Hand,-1.17294,2.32538,0.20516,2.20393,5.85892,-2.57581,-4.32128,4.22864,1.69051,0.65391,5.6451,-2.19674,-2.05237,-5.28442,4.93786,2.57186,0
0.4,1,0,Left_Hand,-7.07685,2.29945,-2.45341,6.46305,-3.68362,-3.85534,12.83871,0.28851,2.07031,7.77993,3.55664,6.62825,-0.83554,-6.49116,-1.08278,8.45105,0
0.404,1,0,Left_Hand,-2.10323,-0.52042,4.15337,4.91754,-4.66496,-2.84169,-2.50231,-2.48583,-4.50854,1.77884,-3.79556,-0.12852,4.63562,2.27944,-5.34678,6.69757,0
0.408,1,0,Left_Hand,-1.71357,4.76161,4.40859,4.78388,-8.99467,1.81263,5.76813,4.57,7.5736,1.96382,8.26485,7.32807,6.65768,-0.68069,2.61663,2.20598,0
0.412,1,0,Left_Hand,-4.01139,8.04383,7.09287,-2.41325,1.65118,1.69649,-0.03856,-1.74097,-4.40277,1.6514,-0.55146,-4.08564,-3.50177,-2.32876,6.11001,3.95815,0
0.416,1,0,Left_Hand,-0.80643,-6.93807,-0.89303,2.05691,5.15674,4.20133,-3.04697,-6.67574,5.35199,-3.36231,-8.33665,5.12637,-1.93152,-3.04525,0.35973,-2.4018,0
0.42,1,0,Left_Hand,2.02025,5.33304,-2.91872,1.30187,-0.55622,11.17442,-6.94671,2.5516,2.5452,3.17634,-5.896,0.98615,-4.77701,-5.00843,-5.90997,-2.11599,0
0.424,1,0,Left_Hand,9.43093,-5.0744,-0.86249,6.07775,0.05156,-2.36874,-2.0124,0.01208,-2.91674,-4.57867,2.02479,6.31972,-2.86941,-0.26701,-4.21916,2.09461,0
0.428,1,0,Left_Hand,0.87289,-6.28629,5.16257,2.56577,6.80678,0.12993,-0.09581,11.50028,5.51524,-12.16071,-2.74627,7.26185,-4.65876,-2.8416,1.83161,-0.00053,0
0.432,1,0,Left_Hand,1.28775,-4.93667,-0.958,-1.30161,2.00428,-1.21229,-6.60241,4.87477,5.48127,1.78522,-3.46508,-1.94331,-2.50299,-3.32761,-4.48436,-5.80112,0
0.436,1,0,Left_Hand,-0.37223,2.05317,5.67501,4.30927,-2.02614,2.98172,1.25039,-0.73942,-8.16766,0.59908,-3.41691,-6.00673,5.03933,2.3336,-10.95363,-1.07018,0
0.44,1,0,Left_Hand,-9.59386,-5.62777,-4.05468,-4.11663,5.71082,10.38132,9.78365,-8.46451,-1.80996,-7.44854,-0.04096,-4.60895,-3.04791,13.70442,3.44722,0.21996,0
0.444,1,0,Left_Hand,-0.13257,-2.4472,-1.2387,-2.209,-0.30555,-7.44896,6.92063,2.88271,0.65436,6.24443,5.17621,-4.36144,-5.38964,-9.13314,0.70416,7.28056,0
0.448,1,0,Left_Hand,0.30115,0.75007,-6.62751,2.14234,-0.50725,-0.9628,-0.21941,4.19286,-3.55606,2.49274,-6.05893,0.5511,1.4209,2.77434,4.90431,6.09883,0
0.452,1,0,Left_Hand,12.31621,-6.64941,-2.13611,1.39052,6.44944,2.79019,-3.19073,-5.88751,-3.74168,-0.75578,2.38331,3.04458,-7.279,-0.37572,7.2872,2.90259,0
0.456,1,0,Left_Hand,-0.9618,-2.43835,3.21284,7.5739,5.172,-0.37096,-1.14567,-0.71684,1.55309,-8.86257,-1.9245,-1.68452,2.17866,-3.88384,1.95779,5.00017,0
0.46,1,0,Left_Hand,1.50774,-2.4152,0.57442,-1.66746,5.16368,-0.81809,2.56298,-5.31302,5.60133,-6.10918,3.83745,-3.13788,2.23661,-4.89751,0.28822,3.92613,0
0.464,1,0,Left_Hand,-0.17356,-1.78097,-1.27026,-7.54661,4.73407,-4.10468,-6.72607,-1.92765,-0.67547,0.79636,0.29594,0.6403,5.36325,3.61477,1.83945,-0.53299,0
0.468,1,0,Left_Hand,-5.84339,4.51851,-9.26441,-5.12093,-1.53401,-2.46287,-3.91055,-1.92927,-11.23396,4.75328,-8.71494,-3.82218,-3.72693,0.00632,-2.36483,1.7939,0
0.472,1,0,Left_Hand,5.71411,2.11634,-4.80096,-12.22116,-9.21692,6.42888,2.05348,3.33461,-4.96825,5.49242,-0.01336,-2.94121,3.36612,-4.19253,-0.80678,-7.92287,0
0.476,1,0,Left_Hand,3.75967,1.0452,-5.31567,5.62585,-14.23227,1.72453,-0.37929,-10.25954,7.93732,7.60995,1.87788,-9.46146,-2.16086,-1.89622,-1.41842,-0.76883,0
0.48,1,0,Left_Hand,3.95516,-1.29734,0.41394,-7.88008,1.55927,1.20549,-4.21106,-6.65628,-5.1349,0.93484,4.18027,-8.69429,-9.14249,0.28448,0.96251,2.12767,0
0.484,1,0,Left_Hand,-4.54694,-8.93632,8.6,6.72262,-0.60429,6.66536,-2.32228,3.09742,-5.25813,-3.69892,4.75365,5.07367,1.68974,2.3629,0.94918,-4.72702,0
0.488,1,0,Left_Hand,7.01397,-5.24917,2.97908,-2.3769,0.43705,2.36975,8.44306,-5.39243,6.78229,-4.03341,-3.08804,2.54353,-3.3219,-10.33099,-4.90236,-4.24464,0
0.492,1,0,Left_Hand,-7.00926,2.87564,4.7785,4.39712,5.48799,4.82122,6.75489,6.36144,-1.61276,-7.21785,8.1151,3.57748,1.7165,3.80601,5.93622,7.65597,0
0.496,1,0,Left_Hand,2.93429,1.12197,-2.77729,2.6259,-3.76488,1.44295,-4.67363,2.46074,3.35541,3.49046,3.3153,4.4395,-4.20426,3.91682,-9.06489,0.05244,0
0.5,1,0,Left_Hand,10.95228,0.23119,0.97896,-12.42908,1.35947,8.17799,-1.37111,4.46285,0.48185,5.33337,-1.7162,-10.64893,0.86406,-7.86285,-9.49336,-3.00375,0
0.504,1,0,Left_Hand,-4.95268,0.21497,0.50547,6.70234,1.00033,-2.67157,-4.99152,-0.68695,1.07267,-11.4191,-1.64351,2.83788,5.00835,-0.41345,4.84839,-1.96294,0
0.508,1,0,Left_Hand,-2.83149,0.65727,-9.86191,-0.38591,-4.64234,-6.32499,0.90278,-1.32566,-5.7992,3.16304,-0.33464,-3.86189,-6.10484,-2.61287,4.77664,8.26851,0
0.512,1,0,Left_Hand,0.49826,-6.8475,5.0607,4.52037,0.94451,-3.3082,4.37197,-3.80564,8.29865,1.02268,-1.27018,4.0077,-1.32501,4.54715,-3.80014,-7.92828,0
0.516,1,0,Left_Hand,-2.51738,-2.40293,2.75162,11.97555,0.65679,6.92789,-0.04995,9.23813,-3.62638,2.25833,-0.93934,9.29776,5.79209,1.77222,-1.9653,-2.73698,0
0.52,1,0,Left_Hand,-7.75332,2.18475,2.20896,-1.15861,-9.55499,-1.66811,11.07283,3.88737,-1.85712,1.28558,2.70971,-1.92491,-2.37882,-7.53738,-6.09137,6.21811,0
