timestamp,trial_id,class_label,class_name,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,event
0.216,1,0,Left_Hand,5.154998,-1.224431,-2.640224,-7.989372,-2.307557,2.307627,-4.593198,3.515959,0
0.22,1,0,Left_Hand,4.656401,2.709959,0.769788,-0.696193,-0.253805,0.948741,8.705388,-2.881715,0
0.224,1,0,Left_Hand,-4.196088,0.281281,1.37552,1.534162,-2.860095,-3.293057,4.335899,-1.068954,0
0.228,1,0,Left_Hand,-1.546062,4.349242,-0.565396,10.83636,-3.079389,-0.357665,-3.71977,-5.151572,0
0.232,1,0,Left_Hand,1.656317,-3.902099,9.064449,4.8269,-2.91984,10.396962,5.632723,-0.918189,0
0.236,1,0,Left_Hand,4.877726,-9.771941,14.447253,7.338547,-4.573202,5.808009,1.836076,0.859197,0
0.24,1,0,Left_Hand,-2.395871,-0.298993,2.647067,1.140405,-2.68401,6.642312,7.530157,-3.305418,0
0.244,1,0,Left_Hand,-0.928295,-0.818874,1.965449,1.416274,0.198159,1.093145,-2.303498,9.200306,0
0.248,1,0,Left_Hand,-5.531675,1.263406,2.564138,1.045736,5.855276,1.802448,-4.127743,0.972872,0
0.252,1,0,Left_Hand,-5.981033,1.596942,3.520611,-0.516913,-3.869766,-6.513433,-1.252561,-2.699205,0
0.256,1,0,Left_Hand,4.062629,-7.238817,-7.048107,-6.96295,-1.503789,7.642033,-3.370792,-1.238592,0
0.26,1,0,Left_Hand,6.7812,-9.685683,-0.332933,-4.565196,-3.455768,-8.246781,0.526899,2.246935,0
0.264,1,0,Left_Hand,-0.360051,11.782103,-6.048827,3.222008,1.007622,-0.830266,-1.851124,-6.491126,0
0.268,1,0,Left_Hand,5.017664,7.045644,9.30709,-1.043582,-10.693294,-7.339237,-0.768366,0.167989,0
0.272,1,0,Left_Hand,1.80818,5.578379,0.55327,5.588569,-6.551623,1.602925,-2.54669,1.484332,0
0.276,1,0,Left_Hand,-3.225599,6.081741,13.475304,-1.756909,4.556365,-3.46381,10.056764,-0.163724,0
0.28,1,0,Left_Hand,1.806978,1.582152,3.198883,-6.748098,-2.901159,3.451137,0.147464,-3.012143,0
0.284,1,0,Left_Hand,7.690183,2.890286,-5.791582,-4.526866,-1.806875,7.83766,-4.81143,9.051645,0
0.288,1,0,Left_Hand,-0.17913,-4.660491,-2.528342,-2.051046,8.873051,6.387924,1.52981,-0.072327,0
0.292,1,0,Left_Hand,7.823218,0.666127,-0.250915,6.474209,3.105528,-4.25106,7.795791,5.256222,0
0.296,1,0,Left_Hand,-13.098726,1.835291,7.367857,-2.267809,3.988414,-4.886411,-5.098542,6.098442,0
0.3,1,0,Left_Hand,4.109513,7.45676,5.267577,-5.683508,5.100153,-3.236997,2.353032,-0.255506,0
0.304,1,0,Left_Hand,0.435235,-11.135845,-0.229562,4.700165,5.177845,0.001405,-1.190545,-2.751682,0
0.308,1,0,Left_Hand,-1.495037,10.134558,4.201554,-2.558704,-2.560055,-3.715221,-3.66787,-0.479465,0
0.312,1,0,Left_Hand,0.458804,3.816729,2.570818,3.010041,7.851889,2.590511,-1.154695,-0.053192,0
0.316,1,0,Left_Hand,-9.937845,2.07336,10.346712,-2.407361,3.600158,1.301885,0.544229,0.463671,0
0.32,1,0,Left_Hand,-1.098359,0.241834,2.911359,2.59777,-1.059457,5.225389,1.156972,-8.398788,0
0.324,1,0,Left_Hand,1.785563,-1.325843,-2.22851,2.351996,-6.175208,-5.161634,3.44443,-7.214022,0
0.328,1,0,Left_Hand,7.38947,-6.764613,-4.361486,-7.433747,-5.752453,-1.305039,9.607091,0.700232,0
0.332,1,0,Left_Hand,-2.591351,-1.045518,5.495613,1.138305,-2.848943,2.717975,-5.465175,1.201017,0
0.336,1,0,Left_Hand,-4.042468,1.91944,7.535792,4.297562,3.116289,2.580766,5.653264,-2.069538,0
0.34,1,0,Left_Hand,-2.508785,-0.892199,-13.532085,6.605601,-4.125614,2.615843,-2.159611,-11.540887,0
0.344,1,0,Left_Hand,4.577011,2.084059,1.258903,7.368664,-1.369391,-9.647143,-0.951306,5.044369,0
0.348,1,0,Left_Hand,1.643756,1.19782,7.447846,2.898276,-6.713235,3.929768,10.110925,3.802179,0
0.352,1,0,Left_Hand,-2.648801,-6.235522,-1.363956,5.057278,1.435648,-2.271631,-8.129131,10.805965,0
0.356,1,0,Left_Hand,2.566337,-4.620722,-1.193963,-3.426793,-8.665679,-8.353417,-2.212885,3.110705,0
0.36,1,0,Left_Hand,0.485388,0.818889,-1.002251,-4.976098,-1.131124,-0.261467,9.8044,-2.22124,0
0.364,1,0,Left_Hand,4.843225,-8.49054,0.952426,-4.395169,3.082992,2.42503,2.948907,-4.806396,0
0.368,1,0,Left_Hand,-3.510265,6.37605,4.347985,-4.392936,3.582355,-3.553921,2.226773,7.331932,0
0.372,1,0,Left_Hand,-1.638311,3.980323,-0.046633,-0.537989,-6.297014,-7.34296,-7.735057,-2.443631,0
0.376,1,0,Left_Hand,-1.960541,-2.048899,-6.25523,-7.692666,-3.454432,4.375361,-5.263615,-7.618972,0
0.38,1,0,Left_Hand,-7.317575,-2.970583,-5.043678,5.125238,2.898983,-3.492309,-2.606811,-6.226268,0
0.384,1,0,Left_Hand,1.480601,-1.336865,4.064912,0.979407,-3.814206,-7.37675,10.301159,6.861316,0
0.388,1,0,Left_Hand,1.305276,-0.405721,2.161858,4.07637,-6.960277,8.563313,-1.033127,0.439321,0
0.392,1,0,Left_Hand,0.025567,-3.734301,-4.038914,-0.861657,-3.345009,3.097279,0.020089,-8.016315,0
0.396,1,0,Left_Hand,-1.172936,2.325377,0.57819,-3.176881,1.730818,-5.177326,0.964661,-1.61857,0
0.4,1,0,Left_Hand,-7.076854,2.299451,-2.453414,4.656913,-1.598222,-5.244837,-5.027373,4.256578,0
0.404,1,0,Left_Hand,-2.103227,-0.520415,3.780331,1.327812,-3.07064,-4.227414,2.380802,1.365983,0
0.408,1,0,Left_Hand,-1.713573,4.761608,3.685963,6.644254,3.844405,-2.470731,-3.256179,10.850123,0
0.412,1,0,Left_Hand,-4.011386,8.04383,6.066048,1.661731,-9.817157,-1.176068,-1.340654,-4.954247,0
0.416,1,0,Left_Hand,-0.806429,-6.93807,-2.159518,-0.003274,3.127431,5.330475,-5.03157,3.169856,0
0.42,1,0,Left_Hand,2.020254,5.333039,-4.345303,-8.420328,-0.632406,-5.051258,-2.840184,-5.808961,0
0.424,1,0,Left_Hand,9.43093,-5.074395,-2.359526,2.056205,1.130481,1.096672,0.581238,1.379849,0
0.428,1,0,Left_Hand,0.872889,-6.286293,3.689135,2.003949,6.304039,3.101381,-9.41093,-1.997447,0
0.432,1,0,Left_Hand,1.287752,-4.936668,-2.315238,-1.692902,-5.706677,8.543009,-5.827916,1.201947,0
0.436,1,0,Left_Hand,-0.37223,2.053175,4.519243,-1.103971,6.747232,-0.562868,0.587281,2.622901,0
0.44,1,0,Left_Hand,-9.593856,-5.627768,-4.936361,6.694504,-2.665927,-1.987128,10.856416,0.0429,0
0.444,1,0,Left_Hand,-0.132569,-2.447199,-1.790892,5.433952,1.800725,5.354986,2.829378,-9.278836,0
0.448,1,0,Left_Hand,0.301151,0.750067,-6.81551,-3.71918,2.57317,11.410538,1.046837,9.285045,0
0.452,1,0,Left_Hand,12.316211,-6.649413,-1.948108,-3.286054,-1.229445,-8.133261,2.845941,-1.360715,0
0.456,1,0,Left_Hand,-0.961805,-2.438354,3.765029,-9.533789,13.880531,-2.824184,-2.461191,0.20914,0
0.46,1,0,Left_Hand,1.507737,-2.415203,1.456101,-8.665646,7.071528,-1.189851,-6.410376,0.403813,0
0.464,1,0,Left_Hand,-0.173559,-1.780972,-0.114486,2.90523,-0.926455,-4.649641,-0.140187,-1.405448,0
0.468,1,0,Left_Hand,-5.84339,4.518515,-7.907166,-2.036661,1.890388,-0.725723,-5.220767,-0.637873,0
0.472,1,0,Left_Hand,5.714114,2.116337,-3.327528,-3.162183,0.481381,-5.609519,3.401902,5.736435,0
0.476,1,0,Left_Hand,3.759665,1.045204,-3.818631,-11.988181,-2.533675,-6.442263,5.880242,-6.288184,0
0.48,1,0,Left_Hand,3.95516,-1.297344,1.840524,-1.532609,4.793599,0.362232,4.877493,0.700713,0
0.484,1,0,Left_Hand,-4.546937,-8.936323,9.866493,0.973779,-5.406202,1.234275,-2.948178,3.997601,0
0.488,1,0,Left_Hand,7.013972,-5.249168,4.005902,11.593398,-4.98332,-4.398915,6.240796,-2.398813,0
0.492,1,0,Left_Hand,-7.009255,2.875641,5.501126,3.909292,-1.949455,4.72978,4.367696,-6.207326,0
0.496,1,0,Left_Hand,2.934285,1.121966,-2.404255,6.527359,8.84212,1.151116,5.384516,-3.42109,0
0.5,1,0,Left_Hand,10.952278,0.231188,0.978958,9.348775,4.08417,1.669834,-0.393677,4.862114,0
0.504,1,0,Left_Hand,-4.952682,0.21497,0.132435,3.355986,3.16977,-1.445487,-2.913875,5.052211,0
0.508,1,0,Left_Hand,-2.831489,0.657267,-10.584537,-13.390546,11.991059,-0.989137,2.631808,-8.097498,0
0.512,1,0,Left_Hand,0.498257,-6.847497,4.033877,-2.381258,-1.171891,-5.383721,2.789285,7.278241,0
0.516,1,0,Left_Hand,-2.517378,-2.40293,1.485132,-1.828359,-1.988958,-4.882662,5.389881,-3.273662,0
0.52,1,0,Left_Hand,-7.753317,2.184747,0.782377,-3.319664,-1.587404,-2.764416,6.356195,-2.970482,0
0.524,1,0,Left_Hand,0.342815,4.578191,-5.108391,-8.204698,-6.065503,-2.332463,2.446612,-6.418321,0
0.528,1,0,Left_Hand,-5.311519,0.830799,0.286025,0.490712,7.115032,-1.39559,3.784411,-0.299912,0
0.532,1,0,Left_Hand,2.367962,0.653486,7.701439,2.143983,-2.018232,-2.547612,1.675279,-6.700347,0
0.536,1,0,Left_Hand,-4.597121,9.328246,-1.126971,0.01407,8.526423,-0.289316,-3.846556,-14.286608,0
0.54,1,0,Left_Hand,7.749672,-6.856756,-3.630026,4.380304,-5.386312,1.428789,-3.441012,-1.468059,0
0.544,1,0,Left_Hand,-3.916266,-5.069602,-0.353797,2.363721,-2.443068,2.219906,-13.939164,0.752649,0
0.548,1,0,Left_Hand,-1.610308,10.256885,3.334788,1.152024,-10.649619,0.497628,-2.25272,7.292074,0
0.552,1,0,Left_Hand,4.067586,-3.185071,6.370068,2.166492,10.427344,1.778125,-5.799387,4.290144,0
0.556,1,0,Left_Hand,-6.154322,-4.928145,-2.843387,-2.501094,-8.480643,-0.344405,2.233825,-0.268897,0
0.56,1,0,Left_Hand,1.1373,-4.114628,-3.483269,5.508409,-2.937412,0.04381,3.179584,7.723912,0
0.564,1,0,Left_Hand,6.535714,9.967575,1.020171,-3.961998,4.061402,-2.947422,5.399689,3.183677,0
0.568,1,0,Left_Hand,-8.037416,0.161218,-0.770649,8.05711,-2.585614,5.691153,6.045973,-5.092454,0
0.572,1,0,Left_Hand,0.923169,0.476999,5.323175,-1.395505,-1.969488,-4.179266,1.605868,4.631144,0
0.576,1,0,Left_Hand,1.299414,-2.850678,6.451351,-8.728177,4.181596,4.864814,-0.992164,-3.321029,0
0.58,1,0,Left_Hand,3.909114,0.026403,-3.006336,-11.921267,-3.154665,-1.686392,3.360228,-2.684879,0
0.584,1,0,Left_Hand,-6.184754,3.433151,-6.484947,-4.870076,2.08069,6.02323,8.114635,-6.313471,0
0.588,1,0,Left_Hand,-6.602283,9.061036,8.887549,1.069757,0.187582,-2.321295,2.543082,0.204788,0
0.592,1,0,Left_Hand,2.609708,-6.558258,2.379786,1.984139,3.338009,-8.223097,-2.49379,9.376233,0
0.596,1,0,Left_Hand,1.484923,7.974493,-2.278139,-0.092701,5.370752,0.975254,3.687313,1.745468,0
0.6,1,0,Left_Hand,1.252464,4.0631,1.870699,0.347679,-0.488932,-5.56504,5.72308,8.776285,0
0.604,1,0,Left_Hand,1.732241,0.24327,-2.661913,-4.619365,2.248676,6.15844,5.333894,8.553642,0
0.608,1,0,Left_Hand,-3.400124,-3.270018,7.011843,5.075492,-12.83666,3.333749,-0.329926,0.548559,0
0.612,1,0,Left_Hand,1.161268,-3.20231,-1.475659,7.070539,3.029937,4.469297,0.968282,-1.450718,0
0.616,1,0,Left_Hand,1.465362,-2.474051,-7.599124,7.694726,1.137318,-4.881658,-2.37329,-2.695109,0
0.62,1,0,Left_Hand,-3.571757,3.445356,-1.955381,2.500398,5.052132,8.973149,0.41017,4.33714,0
0.624,1,0,Left_Hand,9.328873,1.09693,3.234194,8.486753,-6.960337,0.368827,-0.302134,10.430015,0
0.628,1,0,Left_Hand,2.369165,5.912353,-3.09225,1.46183,-2.172789,3.956146,1.266885,0.114394,0
0.632,1,0,Left_Hand,-5.956517,-1.205396,-4.903588,11.882605,-1.690003,-8.790508,2.324274,0.249386,0
0.636,1,0,Left_Hand,3.282768,-1.032551,1.516989,-2.268234,5.737743,0.564057,-3.442773,5.048264,0
0.64,1,0,Left_Hand,-4.873408,-5.365077,-6.347573,-2.736603,1.76418,13.891527,3.542746,2.008087,0
0.644,1,0,Left_Hand,3.935423,3.668575,-9.590499,4.441488,0.073423,-3.145707,-4.725544,-2.458584,0
0.648,1,0,Left_Hand,5.792978,-2.292574,-9.536507,2.053847,-7.880821,-5.568439,-3.234071,9.144732,0
0.652,1,0,Left_Hand,-4.103412,-7.504484,-5.648168,-10.957109,4.010142,10.477832,2.722296,-3.08139,0
0.656,1,0,Left_Hand,4.816881,-3.902729,7.149418,0.652856,-2.089589,-1.922895,-14.822804,-11.234403,0
0.66,1,0,Left_Hand,2.063905,-5.740557,0.745124,-4.933427,-6.517702,-6.805869,-1.550516,2.694342,0
0.664,1,0,Left_Hand,4.110301,3.559759,-6.15732,-1.912422,-4.373493,-1.20417,-8.664838,-1.639743,0
0.668,1,0,Left_Hand,9.483965,-1.145163,-7.202881,-8.102368,-6.228139,-1.153545,8.378986,-5.325592,0
0.672,1,0,Left_Hand,-1.226941,0.503225,6.940313,-4.138585,2.577774,-0.977639,-10.356406,-0.4471,0
0.676,1,0,Left_Hand,-3.768681,5.159342,1.035094,5.848343,-7.716747,3.664746,1.769398,2.306473,0
0.68,1,0,Left_Hand,-4.447572,-5.35145,-8.994053,3.799791,-6.624835,-4.257002,9.520328,2.41474,0
0.684,1,0,Left_Hand,-4.079051,5.999992,-3.458923,1.804641,-10.342528,7.120135,1.535194,-2.350609,0
0.688,1,0,Left_Hand,-0.385509,-6.423797,1.623651,0.142041,0.576069,2.575121,-6.567883,-6.009201,0
0.692,1,0,Left_Hand,1.70576,-13.32177,3.979967,-2.159205,2.823,2.941267,-7.28312,-2.858522,0
0.696,1,0,Left_Hand,1.383454,6.91104,-2.420639,-3.381987,-4.105013,5.635042,7.059243,-7.788213,0
0.7,1,0,Left_Hand,4.135916,-11.516838,-4.346936,3.704013,1.647398,11.271547,-0.928655,-8.008502,0
0.704,1,0,Left_Hand,0.065009,9.502067,-4.335177,-4.086063,-0.321252,-1.160974,14.256678,-8.067184,0
0.708,1,0,Left_Hand,7.26767,0.996633,5.444279,-7.75526,6.908889,15.392714,-3.40055,-6.098396,0
0.712,1,0,Left_Hand,-1.323284,4.713048,-2.672108,9.142543,3.358858,0.406505,-3.88441,6.570456,0
0.716,1,0,Left_Hand,13.600846,-7.260884,4.074257,5.458202,8.95164,2.648558,-3.149652,-9.75757,0
0.72,1,0,Left_Hand,3.128337,0.312257,-5.416683,2.536017,-3.010922,0.971804,-2.533047,-0.419244,0
0.724,1,0,Left_Hand,-4.285788,2.534655,-3.404097,-5.435631,-6.739899,1.142831,-4.526651,-1.335625,0
0.728,1,0,Left_Hand,-5.354462,5.461297,-4.100023,0.325845,-2.487843,4.17325,5.421361,1.263931,0
0.732,1,0,Left_Hand,2.412362,2.33925,-7.985297,-1.227925,-6.062545,-6.333639,0.094575,7.603494,0
0.736,1,0,Left_Hand,-1.117314,-0.70343,7.956626,-7.390168,-5.640646,-1.251845,-0.87647,-6.4317,0
0.74,1,0,Left_Hand,3.570002,-0.796772,0.283899,3.050451,3.084028,5.25016,-5.818481,2.03378,0
0.744,1,0,Left_Hand,2.366188,-0.963202,10.091857,-0.857172,5.829888,11.365149,4.350161,0.720217,0
0.748,1,0,Left_Hand,-0.364145,-0.588482,-5.934027,4.17235,-2.609117,1.565128,-1.226324,-0.906359,0
0.752,1,0,Left_Hand,-4.233969,-3.033879,7.456813,-11.261007,4.559759,2.144947,-4.205756,-3.650572,0
0.756,1,0,Left_Hand,-7.574236,3.404259,-2.172765,-11.080229,-7.510883,-2.012559,4.351268,3.541739,0
0.76,1,0,Left_Hand,-2.232575,-4.431018,1.682785,-6.168948,-0.751848,2.57607,-7.377182,0.460349,0
0.764,1,0,Left_Hand,4.281994,2.070429,6.36549,5.031222,-9.271286,-0.133157,-3.765072,-3.059301,0
0.768,1,0,Left_Hand,1.070469,-1.242947,-1.427389,5.542145,1.351083,1.631513,-2.410071,-0.141537,0
0.772,1,0,Left_Hand,-6.228694,-11.868354,-1.799697,-8.818238,-3.472836,-1.503062,0.940904,0.53369,0
0.776,1,0,Left_Hand,0.865905,6.475072,-1.352449,3.808771,-7.957304,-4.89826,5.013115,1.102443,0
0.78,1,0,Left_Hand,1.926587,-7.544104,-2.109547,-9.015525,1.847176,3.119388,-4.959926,-0.28704,0
0.784,1,0,Left_Hand,-4.419287,0.995866,-1.608931,-3.082449,1.64113,-2.575008,-7.355903,-0.132651,0
0.788,1,0,Left_Hand,0.768626,5.572339,-4.008798,1.15354,-4.029294,2.74379,4.734866,-6.472267,0
0.792,1,0,Left_Hand,0.291044,-1.098454,-3.049309,-4.702511,0.475571,-5.216129,-0.217977,-5.873073,0
0.796,1,0,Left_Hand,-5.714851,15.076448,0.273994,-4.925526,-1.253654,-1.69998,-2.48439,-5.850127,0
0.8,1,0,Left_Hand,1.788937,-0.943,-6.907509,7.165772,-3.527442,5.835733,0.15666,-1.104325,0
0.804,1,0,Left_Hand,2.803923,-4.598496,2.890351,9.340568,6.089697,1.431285,2.895252,2.316424,0
0.808,1,0,Left_Hand,5.415256,8.976415,-0.547081,10.533928,4.534154,-0.462074,-0.923493,-1.104914,0
0.812,1,0,Left_Hand,5.26901,-4.267498,5.578376,-3.194237,-5.469214,-1.105065,-11.830248,7.417037,0
0.816,1,0,Left_Hand,-6.888347,2.237909,-1.785253,3.90537,6.982607,1.408297,8.249246,-2.688502,0
0.82,1,0,Left_Hand,-4.689125,4.532131,-4.495481,0.983817,-4.309545,1.197916,0.178894,4.288378,0
0.824,1,0,Left_Hand,2.575176,-0.682216,0.177622,-10.807471,2.315137,-13.861352,-2.849388,-0.496787,0
0.828,1,0,Left_Hand,2.56893,0.953474,-1.284924,-13.263839,6.801338,4.44313,-4.717582,5.531394,0
0.832,1,0,Left_Hand,2.575238,-0.899666,-1.782967,4.291176,-3.800269,4.671891,-0.926198,10.872439,0
0.836,1,0,Left_Hand,19.263657,15.090329,5.809102,3.973611,-2.757473,0.059514,1.842058,-5.258953,0
0.84,1,0,Left_Hand,2.854453,8.400728,-7.983521,-4.571252,9.534168,7.297592,-2.279237,-3.455283,0
0.844,1,0,Left_Hand,5.677828,4.584924,-8.548705,1.984095,2.672021,2.324877,3.633226,0.317048,0
0.848,1,0,Left_Hand,4.770009,2.320034,6.541609,0.372266,-0.939393,-1.553976,-3.466627,-7.139069,0
0.852,1,0,Left_Hand,3.256956,-3.041842,7.813133,-0.905434,-1.633072,4.417417,-10.457479,-1.165368,0
0.856,1,0,Left_Hand,-1.576346,-5.877488,-0.50424,4.352169,-1.379235,-4.303535,7.47004,-2.456089,0
0.86,1,0,Left_Hand,3.794846,2.054536,4.594288,6.478771,-8.502095,-3.645939,-1.695349,4.754765,0
0.864,1,0,Left_Hand,-3.864126,3.309355,-4.580533,-2.948884,3.008095,-2.637663,-1.563439,2.395032,0
0.868,1,0,Left_Hand,-1.184093,-11.336705,7.986739,-0.11387,-0.280882,6.346222,-3.857025,0.193557,0
0.872,1,0,Left_Hand,-2.426818,-5.646655,2.59711,2.914337,-6.641401,-0.08831,-9.363845,-2.355529,0
0.876,1,0,Left_Hand,0.409371,0.895985,1.199499,0.979789,2.248306,-8.470561,7.938619,1.360202,0
0.88,1,0,Left_Hand,11.573293,-2.869264,2.137895,-3.961017,-0.509101,3.32722,1.950042,1.900041,0
0.884,1,0,Left_Hand,-9.336326,1.810415,-10.304256,-0.131169,0.788663,-2.384356,-5.089558,-0.905761,0
0.888,1,0,Left_Hand,3.431301,-1.575959,5.484734,0.302351,-6.805639,-6.442749,-0.389144,0.185606,0
0.892,1,0,Left_Hand,-8.063579,2.532498,1.313808,4.319271,-6.047918,-4.367366,-0.734471,-9.723288,0
0.896,1,0,Left_Hand,-2.359659,7.752934,-1.389057,-2.832716,-6.655347,-3.722807,-0.722312,-4.865056,0
0.9,1,0,Left_Hand,5.444753,-6.342751,-0.952906,-0.917187,-4.726137,-3.987177,-1.433656,-1.328169,0
0.904,1,0,Left_Hand,0.3214,0.705801,-0.025421,6.526198,2.49238,-11.260606,-1.958915,-9.617457,0
